czas[s],pozycja_x[pixel],wyjscie regulatora_x,bład errox_x,pozycja_y[pixel],wyjscie regulatora y,bład error_y
4.03,320,0,0,240,0,0
4.08,320,0,0,240,0,0
4.15,320,0,0,240,0,0
4.21,403,373,83,254,-38,14
4.27,398,-1,78,246,17,6
4.34,397,15,77,237,20,-3
4.41,384,-36,64,231,16,-9
4.47,382,8,62,227,11,-13
4.53,377,-1,57,229,-2,-11
4.6,380,29,60,230,-1,-10
4.67,390,57,70,232,-3,-8
4.74,388,12,68,238,-14,-2
4.8,383,-4,63,251,-38,11
4.85,384,23,64,255,-10,15
4.93,386,29,66,246,21,6
4.99,388,31,68,250,-12,10
5.04,390,29,70,248,3,8
5.12,390,23,70,246,3,6
5.19,390,24,70,244,4,4
5.26,390,24,70,242,4,2
5.32,387,13,67,239,7,-1
5.38,386,20,66,240,-3,0
5.44,383,12,63,234,16,-6
5.5,378,4,58,236,-4,-4
5.57,376,15,56,232,11,-8
5.62,372,10,52,226,13,-14
5.71,367,2,47,230,-8,-10
5.77,361,-8,41,225,17,-15
5.82,357,1,37,224,5,-16
5.87,351,-1,31,223,5,-17
5.94,349,13,29,220,9,-20
6.02,340,-25,20,223,-6,-17
6.07,336,0,16,222,5,-18
6.14,333,5,13,222,3,-18
6.19,329,2,9,226,-6,-14
6.27,324,-6,4,227,0,-13
6.33,319,-8,-1,228,0,-12
6.39,314,-6,-6,227,5,-13
6.46,310,-4,-10,228,0,-12
6.53,307,-2,-13,228,3,-12
6.59,301,-14,-19,231,-5,-9
6.66,300,5,-20,234,-4,-6
6.72,298,1,-22,235,0,-5
6.8,295,-2,-25,237,-2,-3
6.88,294,4,-26,242,-8,2
6.96,295,10,-25,244,-3,4
7.04,295,6,-25,247,-6,7
7.13,295,6,-25,252,-9,12
7.21,300,26,-20,254,-5,14
7.27,302,16,-18,258,-12,18
7.33,306,25,-14,262,-12,22
7.39,310,22,-10,263,-4,23
7.47,313,19,-7,268,-12,28
7.55,318,32,-2,273,-17,33
7.61,322,23,2,274,-6,34
7.69,322,12,2,271,3,31
7.75,326,28,6,273,-9,33
7.82,328,20,8,283,-28,43
7.89,329,17,9,287,-17,47
7.95,330,17,10,283,2,43
8.02,330,14,10,288,-18,48
8.09,328,6,8,284,2,44
8.15,326,3,6,285,-11,45
8.21,326,13,6,287,-14,47
8.26,323,0,3,288,-11,48
8.31,320,-2,0,288,-8,48
8.37,318,4,-2,290,-14,50
8.44,315,-3,-5,286,2,46
8.49,314,5,-6,284,-3,44
8.54,311,-4,-9,284,-9,44
8.6,310,5,-10,280,2,40
8.66,308,2,-12,276,-1,36
8.74,307,4,-13,273,0,33
8.79,308,12,-12,272,-6,32
8.86,307,4,-13,269,-1,29
8.92,307,8,-13,265,3,25
8.98,306,4,-14,262,0,22
9.04,307,11,-13,261,-5,21
9.11,306,4,-14,254,9,14
9.18,308,18,-12,252,0,12
9.23,310,17,-10,246,11,6
9.29,310,8,-10,246,-5,6
9.34,309,2,-11,240,16,0
9.38,309,8,-11,236,7,-4
9.44,308,3,-12,229,16,-11
9.49,308,7,-12,222,20,-18
9.54,307,4,-13,221,0,-19
9.62,308,12,-12,215,15,-25
9.68,306,-1,-14,215,-1,-25
9.74,305,2,-15,210,13,-30
9.8,305,6,-15,209,3,-31
9.86,304,2,-16,202,17,-38
9.92,306,16,-14,200,7,-40
9.99,308,14,-12,200,2,-40
10.04,311,21,-9,200,2,-40
10.1,314,19,-6,201,0,-39
10.16,315,13,-5,204,-6,-36
10.22,317,17,-3,206,-3,-34
10.28,319,18,-1,209,-7,-31
10.33,322,23,2,213,-9,-27
10.39,323,14,3,216,-7,-24
10.44,326,22,6,221,-11,-19
10.51,326,11,6,222,-2,-18
10.57,328,19,8,227,-12,-13
10.63,328,11,8,233,-16,-7
10.69,329,15,9,236,-8,-4
10.75,330,15,10,239,-7,-1
10.84,330,12,10,242,-9,2
10.92,330,12,10,246,-8,6
11.0,330,12,10,248,-8,8
11.06,331,16,11,249,-5,9
11.14,330,8,10,252,-11,12
11.2,330,12,10,256,-13,16
11.27,329,9,9,262,-17,22
11.34,326,-1,6,261,-3,21
11.41,325,7,5,264,-14,24
11.47,324,8,4,267,-12,27
11.54,323,8,3,260,9,20
11.62,322,7,2,265,-17,25
11.68,320,3,0,259,8,19
11.75,318,3,-2,256,1,16
11.82,318,10,-2,254,-1,14
11.89,317,6,-3,253,-3,13
11.98,315,4,-5,250,0,10
12.06,314,4,-6,250,-5,10
12.11,312,0,-8,245,8,5
12.17,310,-2,-10,242,5,2
12.22,310,8,-10,242,-4,2
12.29,309,4,-11,234,15,-6
12.36,308,3,-12,233,0,-7
12.43,309,12,-11,227,14,-13
12.49,310,11,-10,222,11,-18
12.55,310,7,-10,222,-1,-18
12.61,311,11,-9,221,2,-19
12.67,312,13,-8,217,13,-23
12.71,312,8,-8,212,12,-28
12.78,313,11,-7,213,-1,-27
12.86,313,8,-7,208,15,-32
12.91,312,2,-8,210,-4,-30
12.96,312,7,-8,206,12,-34
13.03,311,2,-9,205,5,-35
13.08,310,3,-10,204,5,-36
13.14,308,-2,-12,201,11,-39
13.2,307,2,-13,199,9,-41
13.26,306,1,-14,200,1,-40
13.32,306,6,-14,196,15,-44
13.37,306,5,-14,198,1,-42
13.45,306,5,-14,200,2,-40
13.55,306,5,-14,200,5,-40
13.61,306,5,-14,202,-1,-38
13.66,306,5,-14,206,-3,-34
13.74,306,5,-14,205,7,-35
13.8,308,12,-12,205,5,-35
13.87,309,9,-11,214,-15,-26
13.95,312,16,-8,219,-6,-21
14.02,313,9,-7,217,7,-23
14.11,316,19,-4,226,-20,-14
14.17,318,15,-2,228,-2,-12
14.23,320,17,0,232,-9,-8
14.28,322,16,2,237,-11,-3
14.34,325,20,5,242,-11,2
14.4,329,31,9,246,-13,6
14.45,330,14,10,246,0,6
14.51,332,19,12,246,0,6
14.57,335,24,15,248,-5,8
14.66,337,18,17,252,-8,12
14.72,338,15,18,254,-5,14
14.78,339,15,19,259,-10,19
14.87,340,16,20,261,-6,21
14.95,342,20,22,260,0,20
15.02,342,14,22,261,-5,21
15.08,342,14,22,263,-8,23
15.15,342,14,22,264,-6,24
15.2,342,14,22,267,-11,27
15.26,342,14,22,264,5,24
15.31,341,11,21,265,-6,25
15.39,338,1,18,270,-17,30
15.45,338,14,18,268,0,28
15.51,333,-6,13,262,10,22
15.58,329,-5,9,260,2,20
15.64,320,-28,0,249,26,9
15.7,311,-35,-9,245,10,5
15.75,304,-24,-16,237,20,-3
15.81,294,-45,-26,232,15,-8
15.86,285,-39,-35,228,12,-12
15.92,277,-35,-43,220,23,-20
15.98,270,-26,-50,208,28,-32
16.05,266,-21,-54,203,17,-37
16.11,260,-32,-60,200,13,-40
16.16,252,-43,-68,194,22,-46
16.22,249,-22,-71,191,15,-49
16.27,245,-28,-75,179,42,-61
16.32,240,-36,-80,174,24,-66
16.38,238,-21,-82,166,31,-74
16.44,236,-23,-84,160,29,-80
16.49,233,-28,-87,155,26,-85
16.55,234,-11,-86,150,27,-90
16.6,234,-16,-86,142,38,-98
16.66,234,-16,-86,141,19,-99
16.71,234,-17,-86,136,30,-104
16.77,236,-7,-84,133,27,-107
16.82,239,-5,-81,128,31,-112
16.88,242,-3,-78,126,25,-114
16.99,245,-10,-75,116,36,-124
17.04,248,-3,-72,118,17,-122
17.1,252,2,-68,118,23,-122
17.18,254,-10,-66,115,30,-125
17.23,259,6,-61,116,22,-124
17.29,266,11,-54,120,16,-120
17.38,270,-3,-50,125,17,-115
17.45,274,1,-46,133,7,-107
17.52,278,1,-42,137,16,-103
17.58,281,-5,-39,144,13,-96
17.68,283,-6,-37,149,14,-91
17.75,284,-7,-36,154,8,-86
17.79,288,6,-32,162,1,-78
17.85,289,-8,-31,169,6,-71
17.91,289,-12,-31,176,4,-64
17.97,291,-4,-29,191,-16,-49
18.03,292,-9,-28,196,10,-44
18.1,292,-13,-28,208,-4,-32
18.19,292,-13,-28,210,14,-30
18.26,294,-5,-26,221,-9,-19
18.33,296,-6,-24,232,-5,-8
18.4,296,-13,-24,240,-4,0
18.46,297,-8,-23,248,-9,8
18.55,299,-6,-21,256,-2,16
18.6,302,-3,-18,271,-16,31
18.68,302,-12,-18,277,-2,37
18.76,306,2,-14,288,-14,48
18.84,308,-2,-12,298,-19,58
18.92,310,-4,-10,304,-7,64
18.98,314,7,-6,308,-6,68
19.04,318,9,-2,316,-19,76
19.09,323,11,3,330,-32,90
19.16,327,9,7,338,-20,98
19.23,331,9,11,346,-21,106
19.29,335,14,15,353,-24,113
19.34,342,24,22,359,-19,119
19.4,343,1,23,363,-15,123
19.48,350,32,30,373,-37,133
19.53,354,20,34,378,-24,138
19.58,358,20,38,382,-22,142
19.65,362,16,42,389,-27,149
19.71,369,37,49,384,1,144
19.76,374,30,54,388,-26,148
19.87,381,25,61,382,-6,142
19.92,383,16,63,381,-13,141
19.99,389,36,69,378,-8,138
20.05,394,33,74,374,-6,134
20.12,400,38,80,370,-6,130
20.18,408,46,88,362,2,122
20.25,410,24,90,360,-13,120
20.35,418,45,98,352,-1,112
20.43,422,38,102,350,-11,110
20.5,426,42,106,344,0,104
20.56,433,56,113,344,-16,104
20.62,437,44,117,334,8,94
20.68,444,57,124,321,14,81
20.75,452,62,132,309,12,69
20.82,458,55,138,301,2,61
20.91,461,48,141,298,-7,58
20.98,466,64,146,290,10,50
21.04,470,61,150,282,11,42
21.1,474,59,154,274,8,34
21.16,477,58,157,268,4,28
21.23,477,48,157,256,25,16
21.29,476,43,156,250,13,10
21.33,476,50,156,244,14,4
21.38,472,27,152,240,8,0
21.43,468,27,148,235,12,-5
21.47,464,29,144,232,5,-8
21.52,461,35,141,230,2,-10
21.61,455,31,135,228,0,-12
21.65,451,40,131,228,-4,-12
21.76,442,14,122,226,1,-14
21.82,437,26,117,226,-3,-14
21.87,428,7,108,224,2,-16
21.93,418,-4,98,224,-3,-16
22.0,406,5,86,224,-3,-16
22.05,390,-32,70,227,-11,-13
22.11,385,27,65,228,-5,-12
22.2,373,-21,53,234,-22,-6
22.25,360,-24,40,239,-19,-1
22.3,348,9,28,242,-9,2
22.43,341,11,21,242,-5,2
22.51,328,-28,8,248,-22,8
22.57,309,-50,-11,252,-16,12
22.63,305,4,-15,256,-19,16
22.68,293,-31,-27,257,-10,17
22.74,274,-56,-46,259,-12,19
22.81,263,-27,-57,263,-17,23
22.9,254,-12,-66,265,-12,25
22.97,245,-24,-75,269,-18,29
23.04,240,-11,-80,269,-10,29
23.11,231,-30,-89,272,-17,32
23.18,223,-24,-97,263,8,23
23.26,211,-37,-109,268,-18,28
23.34,205,-24,-115,265,-4,25
23.42,200,-23,-120,260,1,20
23.5,197,-17,-123,265,-18,25
23.58,193,-23,-127,262,-5,22
23.67,189,-25,-131,256,1,16
23.76,187,-21,-133,247,8,7
23.85,187,-17,-133,243,0,3
23.93,186,-22,-134,235,13,-5
24.0,187,-16,-133,229,5,-11
24.08,190,-7,-130,220,18,-20
24.14,192,-13,-128,209,19,-31
24.21,194,-11,-126,203,15,-37
24.27,198,-4,-122,192,27,-48
24.33,201,-10,-119,185,16,-55
24.4,203,-13,-117,176,24,-64
24.46,208,-1,-112,168,23,-72
24.53,211,-10,-109,160,23,-80
24.59,216,-2,-104,153,23,-87
24.66,220,-7,-100,145,25,-95
24.73,223,-11,-97,134,33,-106
24.81,229,3,-91,128,26,-112
24.87,233,-7,-87,120,29,-120
24.95,239,-1,-81,112,30,-128
25.03,245,10,-75,109,25,-131
25.09,251,8,-69,107,23,-133
25.14,258,11,-62,101,33,-139
25.2,265,16,-55,101,19,-139
25.25,270,10,-50,100,23,-140
25.3,278,27,-42,97,30,-143
25.35,284,16,-36,99,16,-141
25.41,286,-5,-34,100,20,-140
25.48,291,2,-29,100,23,-140
25.57,295,3,-25,101,22,-139
25.64,297,-1,-23,104,15,-136
25.69,300,5,-20,104,25,-136
25.74,302,-1,-18,106,20,-134
25.8,302,-10,-18,114,4,-126
25.86,303,-6,-17,127,-3,-113
25.93,303,-10,-17,133,9,-107
25.99,303,-10,-17,142,1,-98
26.06,303,-10,-17,143,20,-97
26.11,304,-5,-16,154,-10,-86
26.16,302,-20,-18,166,-13,-74
26.22,302,-11,-18,178,-12,-62
26.28,301,-16,-19,184,1,-56
26.33,302,-6,-18,195,-15,-45
26.38,301,-16,-19,202,-5,-38
26.42,302,-7,-18,210,-5,-30
26.48,302,-11,-18,222,-19,-18
26.54,302,-11,-18,228,3,-12
26.62,301,-15,-19,238,-6,-2
26.71,302,-7,-18,241,3,1
26.76,305,-3,-15,252,-7,12
26.85,305,-11,-15,256,2,16
26.93,307,-2,-13,264,-13,24
27.02,310,-2,-10,276,-13,36
27.08,313,2,-7,281,-6,41
27.14,318,13,-2,283,0,43
27.26,324,7,4,301,-23,61
27.3,330,23,10,310,-25,70
27.36,338,32,18,319,-25,79
27.5,340,0,20,317,1,77
27.55,348,35,28,326,-27,86
27.6,361,31,41,342,-27,102
27.71,365,23,45,346,-18,106
27.76,370,24,50,351,-19,111
27.83,386,36,66,364,-24,124
27.98,388,19,68,366,-17,126
28.03,395,38,75,370,-22,130
28.1,405,42,85,374,-21,134
28.21,411,39,91,375,-17,135
28.27,416,34,96,376,-18,136
28.36,425,58,105,374,-12,134
28.42,429,38,109,372,-13,132
28.5,432,35,112,370,-15,130
28.58,438,49,118,366,-10,126
28.66,442,44,122,363,-13,123
28.73,446,47,126,355,-1,115
28.8,448,43,128,349,-1,109
28.86,449,39,129,340,6,100
28.91,448,31,128,331,7,91
28.97,449,41,129,317,20,77
29.03,449,38,129,309,7,69
29.09,447,31,127,300,6,60
29.16,447,39,127,293,7,53
29.21,448,44,128,290,-5,50
29.27,448,41,128,277,20,37
29.34,446,37,126,269,3,29
29.43,445,38,125,254,34,14
29.48,442,33,122,246,9,6
29.55,442,44,122,241,6,1
29.61,436,17,116,232,18,-8
29.67,459,87,139,211,17,-29
29.84,443,-14,123,199,27,-41
29.9,438,29,118,189,25,-51
30.03,426,23,106,193,-4,-47
30.08,434,82,114,207,-34,-33
30.15,441,78,121,213,-14,-27
30.22,460,132,140,198,36,-42
30.28,477,119,157,203,-10,-37
30.35,490,122,170,262,-158,22
30.42,466,-10,146,274,-31,34
30.49,444,-13,124,282,-26,42
30.57,404,-95,84,297,-46,57
30.64,410,75,90,312,-48,72
30.71,422,92,102,351,-90,111
30.8,412,21,92,366,-55,126
30.86,398,13,78,358,-10,118
30.95,383,4,63,335,22,95
31.03,370,3,50,342,-37,102
31.1,345,-75,25,352,-53,112
31.15,310,-155,-10,333,40,93
31.2,297,-26,-23,311,40,71
31.26,272,-65,-48,313,-25,73
31.33,240,-115,-80,303,6,63
31.39,234,-7,-86,288,17,48
31.46,205,-79,-115,279,0,39
31.54,192,-42,-128,274,-5,34
31.6,182,-43,-138,260,23,20
31.66,161,-106,-159,248,22,8
31.71,147,-76,-173,238,18,-2
31.79,150,-1,-170,222,17,-18
31.85,131,-80,-189,208,21,-32
31.92,134,-3,-186,195,27,-45
31.98,128,-45,-192,182,32,-58
32.04,130,-13,-190,175,12,-65
32.11,126,-39,-194,154,56,-86
32.19,122,-36,-198,140,27,-100
32.27,122,-26,-198,130,27,-110
32.33,123,-22,-197,123,28,-117
32.38,122,-34,-198,111,46,-129
32.42,120,-39,-200,100,39,-140
32.48,105,-74,-215,87,33,-153
32.58,105,-37,-215,90,4,-150
32.63,122,57,-198,102,-26,-138
32.79,122,-38,-198,102,15,-138
32.83,122,-40,-198,99,23,-141
32.89,127,-14,-193,98,19,-142
33.02,127,-43,-193,98,18,-142
33.07,84,-237,-236,64,110,-176
33.12,32,-308,-288,49,67,-191
33.22,215,450,-105,8,99,-232
33.27,215,-29,-105,8,34,-232
33.33,180,-127,-140,3,44,-237
33.43,215,136,-105,5,31,-235
33.49,215,-32,-105,5,38,-235
33.55,215,-33,-105,5,40,-235
33.63,215,-34,-105,5,41,-235
33.69,215,-34,-105,5,42,-235
33.75,215,-35,-105,5,43,-235
33.82,215,-37,-105,5,45,-235
33.91,215,-37,-105,5,46,-235
33.97,215,-38,-105,5,48,-235
34.03,215,-39,-105,5,49,-235
34.09,215,-40,-105,5,50,-235
34.15,180,-180,-140,6,49,-234
34.22,185,-31,-135,2,61,-238
34.29,203,37,-117,0,60,-240
34.34,203,-46,-117,0,55,-240
34.39,203,-47,-117,0,56,-240
34.45,203,-48,-117,0,57,-240
34.51,203,-49,-117,0,59,-240
34.58,203,-49,-117,0,60,-240
34.64,203,-50,-117,0,61,-240
34.71,203,-51,-117,0,62,-240
34.76,203,-52,-117,0,63,-240
34.83,203,-53,-117,0,65,-240
34.9,18,-450,-302,0,66,-240
34.96,18,-99,-302,0,67,-240
35.05,18,-102,-302,0,69,-240
35.12,18,-105,-302,0,70,-240
35.2,18,-107,-302,0,72,-240
35.26,18,-109,-302,0,73,-240
35.31,18,-111,-302,0,74,-240
35.39,18,-114,-302,0,75,-240
35.44,3,-178,-317,127,-237,-113
35.51,3,-121,-317,127,60,-113
35.56,3,-123,-317,127,60,-113
35.62,3,-126,-317,127,61,-113
35.69,3,-129,-317,127,62,-113
35.76,11,-100,-309,97,132,-143
35.83,417,450,97,2,336,-238
35.88,2,-450,-318,122,-131,-118
35.99,2,-137,-318,41,284,-199
36.03,2,-139,-318,39,82,-201
36.15,362,450,42,254,-245,14
36.21,414,136,94,293,-38,53
36.28,444,77,124,337,-66,97
36.34,515,250,195,424,-174,184
36.4,519,-6,199,421,31,181
36.48,506,-74,186,414,42,174
36.54,506,-20,186,414,24,174
36.61,506,-18,186,414,23,174
36.66,506,-17,186,414,22,174
36.73,20,-450,-300,64,450,-176
36.77,214,450,-106,19,187,-221
36.84,17,-450,-303,61,1,-179
36.92,1,-216,-319,211,-399,-29
36.97,1,-138,-319,211,52,-29
37.02,1,-143,-319,211,52,-29
37.17,1,-145,-319,211,52,-29
37.23,1,-147,-319,211,53,-29
37.28,1,-153,-319,211,53,-29
37.42,19,-73,-301,62,450,-178
37.48,19,-153,-301,62,74,-178
37.6,19,-157,-301,62,76,-178
37.65,19,-159,-301,62,77,-178
37.71,19,-162,-301,62,77,-178
37.85,19,-166,-301,62,79,-178
37.9,19,-168,-301,62,80,-178
37.96,19,-171,-301,62,81,-178
38.06,19,-174,-301,62,82,-178
38.11,19,-176,-301,62,83,-178
38.19,461,450,141,326,-450,86
38.26,464,-61,144,312,93,72
38.3,425,-241,105,304,70,64
38.37,430,-71,110,306,47,66
38.49,435,-66,115,316,32,76
38.58,433,-86,113,317,45,77
38.65,433,-78,113,316,49,76
38.72,432,-81,112,315,49,75
38.79,439,-49,119,316,44,76
38.86,439,-74,119,318,41,78
38.92,438,-74,118,319,43,79
39.03,442,-54,122,320,42,80
39.09,442,-70,122,319,47,79
39.15,441,-73,121,317,49,77
39.2,437,-83,117,318,41,78
39.27,437,-68,117,318,43,78
39.33,454,-1,134,345,-20,105
39.4,465,-17,145,349,28,109
39.46,477,-4,157,364,-3,124
39.52,487,-10,167,371,16,131
39.58,499,-22,179,379,21,139
39.7,516,26,196,387,10,147
39.76,516,-41,196,387,29,147
39.83,516,-39,196,387,28,147
39.9,516,-37,196,387,27,147
39.97,517,-32,197,359,95,119
40.04,518,-29,198,366,10,126
40.09,506,-88,186,368,23,128
40.15,499,-60,179,369,25,129
40.22,494,-52,174,369,26,129
40.29,495,-29,175,370,23,130
40.35,493,-38,173,368,28,128
40.45,498,-14,178,374,12,134
40.52,498,-28,178,373,24,133
40.6,502,-12,182,372,24,132
40.67,489,-72,169,379,5,139
40.75,508,60,188,361,68,121
40.8,511,-5,191,363,15,123
40.85,515,4,195,374,-16,134
40.9,511,-38,191,369,35,129
40.95,504,-43,184,360,40,120
41.02,505,-11,185,358,25,118
41.07,498,-51,178,349,47,109
41.12,499,-11,179,351,17,111
41.25,490,-57,170,345,37,105
41.3,506,61,186,357,-15,117
41.36,507,-4,187,353,26,113
41.42,470,-157,150,345,36,105
41.49,497,88,177,374,-48,134
41.56,507,34,187,382,-7,142
41.63,510,11,190,381,13,141
41.69,522,48,202,393,-19,153
41.78,529,25,209,406,-15,166
41.85,543,58,223,412,-8,172
41.93,558,64,238,417,-7,177
42.0,569,60,249,419,-4,179
42.08,583,82,263,414,12,174
42.14,568,-30,248,386,66,146
42.21,597,165,277,380,20,140
42.26,634,229,314,360,65,120
42.31,634,47,314,360,5,120
42.38,634,49,314,360,4,120
42.44,634,51,314,360,4,120
42.49,634,56,314,360,2,120
42.63,634,58,314,360,2,120
42.67,634,60,314,360,1,120
42.73,634,64,314,360,1,120
42.83,634,65,314,360,0,120
42.88,634,67,314,360,0,120
42.93,634,72,314,360,-2,120
43.06,634,74,314,360,-2,120
43.11,634,76,314,360,-3,120
43.26,634,82,314,360,-4,120
43.32,634,85,314,360,-5,120
43.39,634,87,314,360,-5,120
43.52,634,91,314,360,-7,120
43.56,634,94,314,360,-7,120
43.62,634,97,314,360,-8,120
43.76,634,101,314,360,-9,120
43.81,634,103,314,360,-10,120
43.88,634,106,314,360,-10,120
43.94,634,108,314,360,-11,120
44.01,634,111,314,360,-12,120
44.08,555,-199,235,440,-202,200
44.15,534,28,214,419,18,179
44.23,520,29,200,408,9,168
44.29,515,72,195,405,-14,165
44.35,513,86,193,397,-4,157
44.42,508,75,188,386,4,146
44.49,509,99,189,377,1,137
44.56,513,113,193,380,-28,140
44.62,514,103,194,385,-33,145
44.69,518,116,198,387,-28,147
44.76,518,103,198,388,-27,148
44.82,518,104,198,390,-31,150
44.87,516,98,196,389,-24,149
44.94,517,111,197,387,-23,147
45.02,515,101,195,386,-25,146
45.08,511,95,191,391,-40,151
45.15,511,111,191,390,-27,150
45.2,509,105,189,389,-28,149
45.28,510,118,190,387,-25,147
45.34,509,110,189,388,-34,148
45.39,509,117,189,388,-33,148
45.52,507,110,187,388,-33,148
45.58,505,112,185,386,-29,146
45.65,496,94,176,381,-26,141
45.74,489,92,169,380,-33,140
45.8,478,83,158,380,-36,140
45.87,450,23,130,367,-10,127
45.96,432,56,112,361,-24,121
46.04,412,40,92,353,-19,113
46.11,390,33,70,343,-15,103
46.19,368,6,48,334,-11,94
46.25,328,-68,8,318,6,78
46.32,301,-20,-19,306,-3,66
46.38,273,-15,-47,296,-10,56
46.45,226,-112,-94,286,-6,46
46.53,226,65,-94,286,-29,46
46.59,207,-16,-113,2,450,-238
46.66,207,58,-113,2,11,-238
46.75,207,58,-113,2,12,-238
46.8,207,57,-113,2,13,-238
46.85,207,55,-113,2,15,-238
46.96,173,-85,-147,1,19,-239
47.02,173,46,-147,1,18,-239
47.08,192,94,-128,2,18,-238
47.19,173,-44,-147,3,18,-237
47.24,184,93,-136,2,24,-238
47.3,377,450,57,300,-372,60
47.43,375,78,55,307,-39,67
47.48,374,84,54,313,-36,73
47.6,370,80,50,326,-39,86
47.65,366,72,46,335,-45,95
47.72,363,74,43,339,-35,99
47.79,351,44,31,360,-71,120
47.85,344,50,24,370,-58,130
47.9,326,1,6,389,-83,149
48.05,313,56,-7,397,-44,157
48.12,303,33,-17,385,-6,145
48.18,285,14,-35,367,-1,127
48.26,311,179,-9,367,-35,127
48.33,421,450,101,416,-178,176
48.38,193,-450,-127,2,450,-238
48.46,193,48,-127,1,17,-239
48.53,193,47,-127,1,16,-239
48.58,193,45,-127,1,18,-239
48.69,193,45,-127,1,19,-239
48.74,193,44,-127,1,20,-239
48.8,415,450,95,326,-450,86
48.9,417,104,97,325,-20,85
48.96,410,63,90,327,-29,87
49.09,391,53,71,311,-3,71
49.14,378,32,58,307,-12,67
49.2,370,39,50,305,-15,65
49.31,347,31,27,303,-20,63
49.35,332,2,12,301,-16,61
49.4,296,-118,-24,296,-6,56
49.56,273,30,-47,295,-22,55
49.62,263,14,-57,290,-8,50
49.67,228,-24,-92,296,-31,56
49.78,204,-63,-116,285,8,45
49.83,192,-11,-128,282,-14,42
49.89,130,-116,-190,268,-1,28
50.0,106,-73,-214,268,-21,28
50.06,99,-15,-221,263,-6,23
50.11,108,44,-212,247,10,7
50.2,104,-2,-216,232,24,-8
50.25,104,14,-216,198,66,-42
50.32,120,53,-200,140,80,-100
50.42,120,13,-200,140,-3,-100
50.48,120,12,-200,140,-2,-100
50.53,150,159,-170,6,396,-234
50.58,163,44,-157,9,15,-231
50.71,174,69,-146,4,33,-236
50.76,174,19,-146,4,21,-236
50.82,174,17,-146,4,23,-236
50.92,174,16,-146,4,24,-236
50.98,174,15,-146,4,25,-236
51.05,174,12,-146,4,28,-236
51.18,174,11,-146,4,29,-236
51.24,174,10,-146,4,30,-236
51.38,174,8,-146,4,32,-236
51.44,174,7,-146,4,34,-236
51.51,174,5,-146,4,35,-236
51.59,219,189,-101,2,41,-238
51.63,219,14,-101,2,38,-238
51.69,218,9,-102,2,39,-238
51.82,218,11,-102,2,42,-238
51.91,218,10,-102,2,43,-238
51.97,218,9,-102,0,48,-240
52.05,218,9,-102,0,46,-240
52.11,468,450,148,88,-141,-152
52.18,180,-450,-140,2,210,-238
52.26,424,450,104,167,-334,-73
52.33,424,56,104,167,27,-73
52.4,425,60,105,207,-67,-33
52.47,424,53,104,212,10,-28
52.53,423,55,103,225,-5,-15
52.61,423,59,103,238,-8,-2
52.68,423,60,103,247,-5,7
52.74,422,56,102,259,-16,19
52.87,418,54,98,273,-2,33
52.94,415,49,95,280,-4,40
53.0,404,12,84,300,-42,60
53.06,395,23,75,311,-18,71
53.13,385,29,65,329,-25,89
53.22,368,-17,48,338,-19,98
53.28,355,-1,35,346,-17,106
53.34,340,-2,20,354,-16,114
53.42,323,-26,3,362,-21,122
53.48,297,-46,-23,372,-23,132
53.56,279,-54,-41,376,-17,136
53.61,272,12,-48,349,43,109
53.7,192,-342,-128,2,450,-238
