czas[s],pozycja_x[pixel],wyjscie regulatora_x,bład errox_x,pozycja_y[pixel],wyjscie regulatora y,bład error_y
10.85,357,-8,37,253,-22,13
10.91,355,-10,35,257,-23,17
10.97,355,-1,35,258,-15,18
11.04,353,-9,33,262,-22,22
11.11,352,-5,32,266,-24,26
11.17,352,-1,32,272,-31,32
11.24,352,-1,32,276,-26,36
11.29,351,-6,31,278,-22,38
11.35,349,-10,29,282,-28,42
11.41,348,-5,28,284,-23,44
11.47,348,-1,28,286,-23,46
11.53,349,4,29,288,-24,48
11.59,350,4,30,288,-19,48
11.64,350,0,30,286,-13,46
11.69,350,0,30,286,-19,46
11.74,349,-4,29,282,-9,42
11.81,350,5,30,281,-16,41
11.87,350,1,30,278,-12,38
11.94,350,1,30,274,-11,34
12.02,349,-3,29,272,-13,32
12.07,349,1,29,269,-11,29
12.14,349,1,29,266,-10,26
12.2,350,6,30,261,-5,21
12.26,351,6,31,257,-7,17
12.33,352,6,32,252,-6,12
12.4,354,12,34,248,-6,8
12.46,356,11,36,245,-9,5
12.52,358,12,38,241,-6,1
12.59,359,9,39,238,-7,-2
12.67,361,12,41,235,-9,-5
12.76,363,14,43,230,-3,-10
12.82,363,8,43,229,-11,-11
12.88,364,12,44,228,-10,-12
12.95,365,13,45,226,-8,-14
13.01,367,19,47,226,-12,-14
13.07,367,10,47,226,-12,-14
13.14,364,-1,44,227,-14,-13
13.22,363,6,43,229,-17,-11
13.28,361,3,41,230,-15,-10
13.35,359,2,39,233,-20,-7
13.42,356,-1,36,234,-15,-6
13.49,353,-2,33,238,-22,-2
13.56,349,-7,29,240,-19,0
13.63,345,-7,25,243,-21,3
13.7,340,-11,20,246,-21,6
13.77,336,-10,16,250,-24,10
13.84,327,-24,7,254,-23,14
13.92,321,-23,1,256,-21,16
13.98,314,-26,-6,258,-21,18
14.04,307,-28,-13,261,-24,21
14.11,301,-23,-19,262,-19,22
14.18,295,-29,-25,262,-17,22
14.24,289,-32,-31,264,-23,24
14.29,283,-39,-37,265,-21,25
14.34,277,-35,-43,265,-18,25
14.39,272,-31,-48,264,-16,24
14.45,267,-33,-53,263,-16,23
14.51,262,-37,-58,262,-15,22
14.56,259,-25,-61,262,-18,22
14.63,255,-34,-65,260,-12,20
14.68,252,-31,-68,260,-18,20
14.73,249,-33,-71,258,-12,18
14.78,244,-42,-76,258,-18,18
14.83,242,-30,-78,257,-15,17
14.88,238,-41,-82,254,-8,14
14.93,238,-22,-82,253,-14,13
14.98,236,-32,-84,250,-8,10
15.03,234,-33,-86,249,-14,9
15.08,234,-24,-86,245,-6,5
15.14,234,-25,-86,243,-13,3
15.22,234,-25,-86,239,-3,-1
15.26,234,-26,-86,238,-13,-2
15.4,234,-27,-86,233,-9,-7
15.44,234,-28,-86,231,-9,-9
15.5,234,-29,-86,225,-2,-15
15.63,236,-25,-84,220,-7,-20
15.69,238,-20,-82,213,9,-27
15.74,238,-30,-82,201,24,-39
15.86,238,-31,-82,197,-5,-43
15.92,239,-27,-81,190,10,-50
15.98,238,-36,-82,175,30,-65
16.04,238,-33,-82,171,5,-69
16.1,238,-33,-82,162,20,-78
16.16,237,-38,-83,145,38,-95
16.23,235,-44,-85,140,13,-100
16.29,234,-40,-86,132,22,-108
16.35,233,-41,-87,126,17,-114
16.41,230,-54,-90,118,30,-122
16.46,229,-44,-91,114,18,-126
16.51,226,-49,-94,106,20,-134
16.6,226,-41,-94,106,9,-134
16.66,224,-52,-96,102,21,-138
16.77,222,-49,-98,99,16,-141
16.82,222,-45,-98,98,15,-142
16.87,221,-51,-99,98,13,-142
16.95,218,-57,-102,99,11,-141
17.0,218,-48,-102,102,7,-138
17.07,218,-49,-102,106,5,-134
17.14,218,-50,-102,107,13,-133
17.22,219,-46,-101,110,6,-130
17.27,222,-38,-98,114,5,-126
17.33,226,-32,-94,118,4,-122
17.39,227,-46,-93,123,1,-117
17.44,230,-43,-90,130,4,-110
17.54,234,-32,-86,137,-6,-103
17.6,238,-36,-82,144,-2,-96
17.67,242,-37,-78,151,0,-89
17.74,245,-41,-75,156,4,-84
17.82,250,-27,-70,166,-15,-74
17.89,259,-14,-61,177,-14,-63
17.95,267,-15,-53,185,-9,-55
18.01,274,-10,-46,194,-18,-46
18.11,282,-27,-38,203,-3,-37
18.17,291,-1,-29,213,-20,-27
18.23,299,-18,-21,222,-9,-18
18.31,309,-12,-11,233,-13,-7
18.4,318,5,-2,245,-30,5
18.46,333,25,13,262,-39,22
18.54,343,2,23,274,-25,34
18.6,354,16,34,285,-29,45
18.66,366,29,46,295,-31,55
18.71,382,48,62,312,-50,72
18.77,387,2,67,317,-20,77
18.83,404,38,84,332,-38,92
18.91,415,40,95,343,-43,103
18.96,421,16,101,348,-26,108
19.02,430,15,110,356,-26,116
19.13,437,20,117,365,-36,125
19.2,447,27,127,375,-36,135
19.29,450,13,130,383,-40,143
19.35,459,33,139,387,-30,147
19.42,466,38,146,390,-31,150
19.48,475,51,155,396,-41,156
19.53,482,49,162,399,-35,159
19.58,486,36,166,400,-30,160
19.67,492,33,172,400,-28,160
19.72,491,15,171,401,-31,161
19.79,498,51,178,400,-27,160
19.85,500,31,180,400,-30,160
19.91,504,44,184,400,-31,160
19.96,506,32,186,397,-27,157
20.05,504,19,184,396,-29,156
20.11,504,30,184,392,-23,152
20.18,502,26,182,388,-27,148
20.28,498,16,178,384,-24,144
20.34,490,-4,170,380,-23,140
20.4,489,32,169,375,-29,135
20.55,482,8,162,368,-19,128
20.62,475,3,155,361,-16,121
20.67,467,0,147,348,-1,108
20.73,459,5,139,339,-14,99
